species,wav_air,excit_pot,vmic,log_gf,rad,stark,waals,lande,depth
Mn 1,3313.1661,3.0722,1.0,-0.349,8.08,-4.35,-7.26,2.12,0.794
Co 1,3313.4074,3.0665,1.0,-1.424,7.95,-4.44,-7.42,1.09,0.06
Mn 1,3313.4274,3.0722,1.0,-0.532,8.08,-4.36,-7.26,1.13,0.737
Mn 1,3313.5676,3.0722,1.0,-0.492,8.08,-4.35,-7.26,2.12,0.751
Fe 1,3313.5736,2.9904,1.0,-2.203,7.95,-5.22,-7.58,0.63,0.801
Zr 2,3313.7,0.9315,1.0,-0.87,0.0,0.0,0.0,1.72,0.463
Fe 1,3313.7144,1.6079,1.0,-3.977,7.79,-6.17,-7.82,1.14,0.645
Gd 2,3313.734,0.4249,1.0,-0.6,0.0,0.0,0.0,2.03,0.078
Fe 2,3313.9891,1.0969,1.0,-3.93,8.47,-6.5,-7.899,2.34,0.92
Ce 2,3314.0303,0.0,1.0,-1.12,0.0,0.0,0.0,0.92,0.076
Cr 2,3314.0508,4.9877,1.0,-0.993,8.46,-6.48,-7.856,0.4,0.351
Fe 1,3314.0653,3.4149,1.0,-3.459,7.97,-5.69,-7.77,0.64,0.07
Co 1,3314.0734,2.8774,1.0,0.251,8.38,-6.09,-7.76,0.89,0.827
Mn 1,3314.122,3.0733,1.0,-0.707,8.08,-4.35,-7.26,1.88,0.656
Cr 1,3314.1954,2.7088,1.0,-2.038,6.9,-5.62,-7.78,1.67,0.064
Fe 1,3314.2652,2.8512,1.0,-4.034,7.98,-4.69,-7.52,1.34,0.063
Fe 2,3314.3533,3.9442,1.0,-3.821,8.45,-6.52,-7.876,-0.28,0.078
Mn 1,3314.3834,3.0733,1.0,-0.231,8.08,-4.36,-7.26,1.77,0.819
Ti 1,3314.4212,1.0666,1.0,0.1,8.31,-5.97,-7.65,1.15,0.897
Er 2,3314.429,1.6193,1.0,0.372,0.0,0.0,0.0,1.2,0.065
Fe 1,3314.4429,2.6085,1.0,-2.008,7.54,-6.14,-7.81,0.73,0.886
Zr 2,3314.495,0.7133,1.0,-0.79,0.0,0.0,0.0,0.54,0.647
Ti 1,3314.515,1.0529,1.0,-0.63,8.32,-5.75,-7.65,1.02,0.786
Cr 2,3314.5354,4.9274,1.0,-0.513,8.42,-6.55,-7.778,0.97,0.602
Fe 1,3314.5992,3.6025,1.0,-1.995,7.84,-3.57,-7.14,1.38,0.641
Fe 1,3314.7413,3.3009,1.0,-0.078,8.2,-5.2,-7.778,0.98,0.95
Mn 1,3314.7727,3.3725,1.0,-0.998,7.58,-5.77,-7.81,1.49,0.312
Cr 1,3314.8268,3.079,1.0,-1.261,8.08,-6.05,-7.75,1.02,0.162
V 2,3314.8563,3.1233,1.0,-0.101,8.51,-6.5,-7.84,0.65,0.471
Mn 1,3314.86,3.0733,1.0,-0.093,8.08,-4.37,-7.26,1.23,0.841
Fe 1,3314.8639,2.8512,1.0,-4.013,8.0,-4.69,-7.52,1.46,0.067
V 2,3314.8673,2.5562,1.0,-1.699,8.29,-6.51,-7.86,1.18,0.062
Co 1,3315.0352,3.1285,1.0,-0.563,8.11,-4.45,-7.44,1.02,0.313
Co 1,3315.0831,2.28,1.0,-1.998,8.14,-5.54,-7.77,1.18,0.091
Ce 2,3315.1124,0.7007,1.0,-0.57,0.0,0.0,0.0,0.83,0.056
Fe 1,3315.1572,3.3009,1.0,-2.694,7.34,-4.37,-7.33,1.46,0.397
Fe 1,3315.1671,3.3014,1.0,-2.085,8.2,-5.2,-7.69,0.41,0.738
V 2,3315.1773,2.3697,1.0,-1.133,8.43,-6.52,-7.86,1.08,0.297
Ti 1,3315.23,2.0923,1.0,-0.26,8.64,-5.43,-7.66,0.84,0.417
Cr 2,3315.2906,4.1775,1.0,-1.984,8.37,-6.49,-7.869,1.21,0.237
Ti 2,3315.3224,1.2241,1.0,-0.64,8.45,-6.41,-7.83,1.81,0.952
Mn 1,3315.3297,4.6788,1.0,-0.435,8.2,-4.74,-7.36,1.12,0.076
OH 1,3315.4585,1.8305,1.0,-1.443,0.0,0.0,0.0,99.0,0.213
OH 1,3315.5146,1.4972,1.0,-2.189,0.0,0.0,0.0,99.0,0.085
Ni 1,3315.6629,0.1091,1.0,-1.2,8.0,-6.11,-7.677,0.95,0.988
Ti 1,3315.7832,2.408,1.0,-0.003,8.46,-4.85,-7.53,1.0,0.387
Mn 1,3315.9474,3.0751,1.0,-1.101,8.08,-4.36,-7.26,1.78,0.418
Nd 2,3316.003,0.1823,1.0,-0.9,0.0,0.0,0.0,0.52,0.108
Fe 1,3316.0253,3.6025,1.0,-1.694,8.0,-3.77,-7.22,0.84,0.767
Fe 1,3316.1631,3.6398,1.0,-2.221,8.15,-3.43,-7.17,1.51,0.483
Fe 2,3316.1762,1.6706,1.0,-5.688,8.49,-6.56,-7.91,1.02,0.133
Dy 2,3316.273,0.1027,1.0,-0.615,0.0,0.0,0.0,1.41,0.226
Mn 1,3316.324,2.1867,1.0,-1.78,6.76,-5.41,-7.66,2.5,0.542
OH 1,3316.423,1.972,1.0,-1.743,0.0,0.0,0.0,99.0,0.083
Mn 1,3316.4244,3.0751,1.0,-0.334,8.08,-4.37,-7.26,1.65,0.796
Cr 1,3316.498,3.8495,1.0,-0.801,8.21,-5.91,-7.72,1.26,0.087
Fe 1,3316.559,2.1759,1.0,-2.982,7.49,-6.01,-7.82,1.3,0.819
Sm 2,3316.59,0.2775,1.0,-0.88,0.0,0.0,0.0,1.69,0.061
V 2,3316.6435,2.6013,1.0,-1.062,8.48,-6.53,-7.86,1.27,0.225
Fe 1,3316.8405,3.3683,1.0,-2.485,7.8,-4.24,-7.29,1.4,0.484
V 2,3316.8779,2.5444,1.0,-1.44,8.49,-6.53,-7.86,0.58,0.115
Fe 1,3316.9211,3.2657,1.0,-2.313,7.55,-4.18,-7.33,1.51,0.649
Dy 2,3317.115,0.928,1.0,-0.311,0.0,0.0,0.0,1.59,0.076
Fe 1,3317.1209,2.2786,1.0,-1.812,8.39,-5.77,-7.604,1.49,0.927
Mn 1,3317.2597,3.0751,1.0,0.194,8.08,-4.37,-7.26,1.28,0.872
Fe 1,3317.5756,3.3965,1.0,-2.029,7.66,-4.6,-7.32,1.61,0.722
Ni 1,3317.6048,1.6764,1.0,-2.871,8.51,-6.17,-7.74,1.34,0.692
Fe 1,3317.8215,3.6416,1.0,-1.895,8.15,-3.43,-7.17,1.33,0.672
V 2,3317.9083,2.5222,1.0,-1.326,8.36,-6.46,-7.86,1.8,0.155
Co 1,3317.9294,1.9557,1.0,-1.088,8.28,-6.24,-7.78,1.58,0.696
Ti 2,3318.0228,0.122,1.0,-1.07,8.38,-6.5,-7.84,1.5,0.979
Cr 1,3318.1118,2.9135,1.0,-0.59,8.35,-4.97,-7.53,1.11,0.601
Ti 1,3318.35,2.0851,1.0,-0.34,8.64,-5.46,-7.66,0.5,0.373
Fe 1,3318.3512,3.5732,1.0,-2.853,8.79,-5.42,-7.62,1.11,0.183
OH 1,3318.364,1.8331,1.0,-1.46,0.0,0.0,0.0,99.0,0.204
Co 1,3318.3996,1.7104,1.0,-1.845,8.07,-5.96,-7.79,1.42,0.377
Zr 2,3318.512,0.7578,1.0,-1.15,0.0,0.0,0.0,1.59,0.395
Fe 1,3318.5955,3.4302,1.0,-2.53,7.67,-4.7,-7.32,1.19,0.418
Fe 1,3318.8968,3.6537,1.0,-1.711,7.79,-3.37,-7.17,2.08,0.744
V 2,3318.9052,2.5562,1.0,-1.703,8.43,-6.53,-7.86,1.18,0.061
V 1,3319.0087,1.9553,1.0,-0.132,8.03,-6.12,-7.64,1.32,0.098
Zr 2,3319.029,0.039,1.0,-1.28,0.0,0.0,0.0,1.35,0.746
OH 1,3319.0298,1.9744,1.0,-1.762,0.0,0.0,0.0,99.0,0.077
Ti 2,3319.081,0.1348,1.0,-3.0,8.15,-6.59,-7.85,1.7,0.869
Co 1,3319.1555,3.016,1.0,-0.095,8.22,-4.7,-7.53,1.24,0.658
Fe 1,3319.2527,2.9904,1.0,-1.256,8.04,-5.45,-7.679,1.12,0.91
Co 1,3319.4798,2.9275,1.0,0.412,8.28,-5.13,-7.53,1.03,0.844
Fe 1,3319.5416,3.3965,1.0,-1.843,7.67,-4.64,-7.32,1.22,0.785
Co 1,3319.5589,1.7104,1.0,-2.167,8.03,-6.05,-7.79,1.96,0.208
Co 1,3319.8236,2.9275,1.0,-0.404,8.06,-4.89,-7.44,1.64,0.528
Dy 2,3319.88,0.0,1.0,-0.51,0.0,0.0,0.0,1.6,0.331
Ni 1,3320.2587,0.1652,1.0,-1.43,7.79,-6.1,-7.673,1.11,0.985
OH 1,3320.3877,1.6886,1.0,-1.736,0.0,0.0,0.0,99.0,0.159
Sc 2,3320.4022,3.4026,1.0,-0.24,8.68,-5.58,-7.64,0.76,0.086
Gd 2,3320.439,1.1336,1.0,-0.088,0.0,0.0,0.0,1.42,0.054
Fe 1,3320.5055,2.1979,1.0,-4.44,7.13,-6.11,-7.82,-0.48,0.112
Fe 1,3320.6433,2.4327,1.0,-2.334,8.0,-6.09,-7.79,1.26,0.874
Mn 1,3320.694,2.1427,1.0,-1.8,6.97,-4.73,-7.56,1.65,0.558
Fe 1,3320.7747,3.0385,1.0,-2.938,7.24,-4.79,-7.34,2.16,0.406
V 2,3320.775,2.6013,1.0,-1.093,8.31,-6.5,-7.86,1.52,0.214
Ni 1,3320.7763,3.5972,1.0,-1.662,7.83,-3.59,-7.17,0.72,0.29
Fe 1,3320.8439,2.1979,1.0,-3.447,7.59,-6.03,-7.82,1.15,0.608
Sm 2,3321.189,0.3785,1.0,-0.203,0.0,0.0,0.0,1.48,0.219
Cr 1,3321.1939,3.1128,1.0,-1.209,8.0,-6.09,-7.75,1.17,0.171
Ni 1,3321.238,3.3061,1.0,-1.012,7.97,-5.41,-7.54,0.84,0.775
Fe 1,3321.2648,3.6537,1.0,-1.405,7.8,-3.44,-7.12,1.83,0.821
Ti 1,3321.3384,2.2492,1.0,-1.112,7.26,-3.92,-7.32,1.18,0.058
Fe 2,3321.4916,5.9561,1.0,-2.138,8.61,-6.54,-7.798,1.04,0.065
Fe 1,3321.5035,2.9488,1.0,-3.235,6.51,-5.96,-7.8,0.9,0.286
V 2,3321.5429,2.3697,1.0,-0.639,8.4,-6.52,-7.86,0.96,0.576
Ti 1,3321.5837,1.0666,1.0,-0.63,8.31,-5.89,-7.65,1.33,0.781
Ti 2,3321.6982,1.2313,1.0,-0.34,8.45,-6.41,-7.83,1.84,0.962
Co 1,3321.9089,2.0802,1.0,-0.914,7.97,-6.26,-7.82,1.38,0.72
Co 1,3322.1658,2.0421,1.0,-2.095,8.2,-5.76,-7.76,1.19,0.124
Co 1,3322.2131,2.8745,1.0,0.33,8.39,-6.08,-7.77,1.11,0.84
Sr 1,3322.229,1.7983,1.0,0.549,0.0,0.0,0.0,99.0,0.145
Ni 1,3322.3096,0.4228,1.0,-1.38,8.15,-6.15,-7.746,1.38,0.982
Ni 1,3322.3876,3.399,1.0,-2.409,7.15,-4.15,-7.15,1.3,0.094
Fe 1,3322.4729,2.9398,1.0,-0.826,7.24,-4.78,-7.34,1.26,0.937
OH 1,3322.4858,1.565,1.0,-2.133,0.0,0.0,0.0,99.0,0.085
Fe 1,3322.6556,3.4302,1.0,-1.937,7.64,-5.2,-7.32,-0.01,0.744
Cr 2,3322.6988,4.1682,1.0,-1.821,8.37,-6.49,-7.871,1.11,0.314
Ti 2,3322.9338,0.1507,1.0,-0.13,8.39,-6.5,-7.84,1.33,0.988
Zr 2,3322.974,0.7578,1.0,-0.382,0.0,0.0,0.0,1.48,0.801
Ti 2,3322.9912,1.1801,1.0,-2.293,8.26,-6.5,-7.85,1.89,0.778
Fe 2,3323.0623,3.9674,1.0,-1.62,8.45,-6.65,-7.801,1.05,0.83
Rh 1,3323.091,0.1897,1.0,0.02,0.0,0.0,0.0,1.03,0.167
Er 2,3323.194,0.6364,1.0,-0.17,0.0,0.0,0.0,0.94,0.161
Ti 2,3323.3879,1.1649,1.0,-1.99,8.26,-6.49,-7.85,0.61,0.85
OH 1,3323.4195,1.6914,1.0,-1.757,0.0,0.0,0.0,99.0,0.15
Cr 2,3323.5339,4.1561,1.0,-1.988,8.37,-6.49,-7.871,0.85,0.244
Ti 1,3323.665,2.3054,1.0,-0.211,8.02,-4.36,-7.26,1.15,0.325
V 2,3323.7317,2.3722,1.0,-1.273,8.4,-6.49,-7.86,0.6,0.229
Fe 1,3323.7359,2.8316,1.0,-0.6,8.27,-6.06,-7.677,1.5,0.951
Sm 2,3323.79,0.4338,1.0,-0.698,0.0,0.0,0.0,1.24,0.066
Ti 1,3323.8024,2.2674,1.0,-0.16,8.61,-5.82,-7.59,1.05,0.375
Fe 1,3323.8118,3.6025,1.0,-1.384,7.88,-3.92,-7.15,1.11,0.833
Sm 2,3323.82,0.1846,1.0,-1.02,0.0,0.0,0.0,1.57,0.056
Fe 1,3323.8484,3.6946,1.0,-2.449,7.67,-3.29,-7.13,0.48,0.319
Ti 1,3323.901,2.3179,1.0,0.048,8.06,-4.41,-7.26,1.18,0.472
Cr 2,3324.0467,2.434,1.0,-1.529,8.36,-6.47,-7.854,1.95,0.906
Cr 2,3324.1296,4.7745,1.0,-0.482,8.4,-6.5,-7.854,0.96,0.667
Cr 2,3324.3319,4.4148,1.0,-0.241,8.3,-6.49,-7.862,1.13,0.81
Fe 1,3324.3692,3.2671,1.0,-1.403,8.23,-5.45,-7.73,1.38,0.873
Fe 1,3324.536,2.4041,1.0,-1.504,8.01,-6.1,-7.78,1.16,0.935
Ti 1,3324.6115,0.8995,1.0,-2.394,8.11,-5.97,-7.72,1.25,0.062
Cr 2,3324.647,4.4151,1.0,-2.001,8.3,-6.57,-7.78,1.03,0.152
Fe 1,3324.6647,3.6537,1.0,-2.891,7.87,-3.65,-7.12,0.72,0.146
Ti 1,3324.751,2.0922,1.0,-0.693,8.64,-5.46,-7.66,0.67,0.194
Ti 1,3324.7516,2.103,1.0,-0.527,8.64,-5.43,-7.66,1.09,0.259
Fe 1,3324.7836,2.9488,1.0,-1.712,7.87,-4.29,-7.54,1.23,0.877
Co 1,3324.8166,2.8774,1.0,-1.528,8.39,-6.08,-7.77,1.55,0.069
Fe 2,3324.8374,5.9109,1.0,-2.271,8.62,-6.56,-7.798,0.95,0.051
Fe 1,3324.9076,3.241,1.0,-2.656,7.56,-4.35,-7.34,1.33,0.454
Ni 1,3324.9418,3.399,1.0,-2.284,7.2,-4.11,-7.16,1.98,0.122
Fe 2,3325.0065,3.9674,1.0,-2.85,8.49,-6.63,-7.812,1.16,0.437
Ti 1,3325.15,2.1344,1.0,-0.84,8.64,-5.43,-7.66,1.34,0.13
Ti 1,3325.23,2.1171,1.0,-0.61,8.64,-5.44,-7.66,1.25,0.217
Co 1,3325.2442,2.008,1.0,-0.8,8.05,-6.13,-7.8,1.21,0.793
Sm 2,3325.26,0.2484,1.0,-0.93,0.0,0.0,0.0,1.39,0.059
Ce 2,3325.3348,1.0081,1.0,-0.18,0.0,0.0,0.0,0.74,0.068
Ti 1,3325.3688,2.2968,1.0,-0.468,8.0,-4.32,-7.26,1.01,0.205
Co 1,3325.4247,2.3278,1.0,-1.272,7.94,-6.11,-7.8,1.1,0.355
Fe 1,3325.4644,2.4534,1.0,-1.561,8.03,-6.16,-7.613,0.88,0.929
Ni 1,3325.6942,3.5421,1.0,-2.276,8.38,-4.58,-7.18,0.64,0.091
OH 1,3325.8771,1.5684,1.0,-2.164,0.0,0.0,0.0,99.0,0.077
Nd 2,3325.889,0.0636,1.0,-0.72,0.0,0.0,0.0,0.34,0.204
Dy 2,3326.191,0.5382,1.0,-0.652,0.0,0.0,0.0,1.49,0.083
Co 1,3326.3687,2.28,1.0,-1.98,8.18,-5.98,-7.77,1.37,0.094
Co 1,3326.5642,1.7104,1.0,-1.939,8.4,-5.84,-7.76,0.69,0.321
Cr 1,3326.6075,3.0922,1.0,-0.709,8.08,-6.05,-7.75,0.69,0.421
Fe 1,3326.6078,3.3683,1.0,-2.066,7.68,-4.73,-7.32,1.6,0.717
Ni 1,3326.6267,3.5432,1.0,-0.978,8.13,-4.27,-7.19,1.0,0.701
Ti 1,3326.6391,1.0666,1.0,-1.85,8.32,-5.75,-7.65,1.97,0.142
Ni 1,3326.6697,3.5432,1.0,-0.381,8.06,-4.58,-7.18,1.0,0.845
Fe 1,3326.6882,3.6537,1.0,-2.764,7.88,-4.05,-7.14,1.3,0.189
Ti 2,3326.6971,1.2369,1.0,-1.61,8.45,-6.54,-7.83,1.65,0.886
Ti 2,3326.7616,0.1126,1.0,-1.15,8.38,-6.5,-7.84,1.5,0.978
Zr 2,3326.8,1.5324,1.0,0.13,0.0,0.0,0.0,1.09,0.696
Ti 2,3326.8444,1.2429,1.0,-1.5,8.42,-6.41,-7.83,0.6,0.896
Co 1,3326.9911,2.9275,1.0,0.401,8.29,-5.15,-7.53,1.44,0.841
Fe 1,3327.1077,2.7586,1.0,-3.206,8.24,-6.03,-7.75,0.36,0.407
Fe 1,3327.1601,3.6416,1.0,-2.548,7.59,-4.1,-7.19,1.31,0.291
Cr 1,3327.2198,3.0106,1.0,-0.448,8.01,-4.81,-7.53,1.58,0.627
Cr 1,3327.2291,3.1128,1.0,-1.164,8.19,-6.18,-7.74,0.75,0.183
Ti 1,3327.3009,2.4269,1.0,0.252,8.5,-5.0,-7.5,1.14,0.533
Fe 1,3327.3719,3.6537,1.0,-1.552,7.79,-3.78,-7.12,1.81,0.79
Ni 1,3327.39,3.3061,1.0,-0.685,7.93,-4.72,-7.49,1.5,0.839
Fe 1,3327.4949,2.4041,1.0,-3.442,7.97,-6.09,-7.79,1.17,0.477
Co 1,3327.5104,3.133,1.0,-1.0,8.22,-4.22,-7.53,0.33,0.13
Zr 2,3327.661,0.3189,1.0,-1.3,0.0,0.0,0.0,2.04,0.574
Y 2,3327.8768,0.4087,1.0,0.14,8.33,-6.26,-7.74,0.99,0.932
Sm 2,3327.884,0.4338,1.0,-0.701,0.0,0.0,0.0,1.21,0.064
Fe 1,3327.9522,2.1759,1.0,-2.601,7.58,-5.98,-7.82,0.36,0.875
Co 1,3328.2104,3.1047,1.0,-0.285,8.25,-5.38,-7.52,1.29,0.491
Nd 2,3328.26,0.0,1.0,-0.73,0.0,0.0,0.0,0.0,0.225
Cr 2,3328.3419,2.4212,1.0,-1.707,8.37,-6.47,-7.854,2.28,0.893
V 1,3328.3984,1.9496,1.0,-0.344,8.03,-5.06,-7.6,1.12,0.059
V 2,3328.4505,2.3763,1.0,-1.767,8.41,-6.47,-7.86,0.25,0.078
Fe 1,3328.4658,3.0713,1.0,-2.422,7.87,-4.93,-7.47,1.06,0.691
Fe 1,3328.5819,3.6864,1.0,-3.232,7.76,-3.52,-7.13,2.13,0.062
Cr 1,3328.6472,2.5446,1.0,-2.148,8.33,-5.64,-7.68,0.67,0.069
Ni 1,3328.7131,0.1091,1.0,-3.36,7.72,-6.14,-7.83,1.45,0.929
Cr 1,3328.8048,3.0869,1.0,-1.575,8.0,-6.12,-7.75,1.3,0.078
Fe 1,3328.8659,3.2671,1.0,-0.394,8.24,-6.12,-7.778,1.03,0.938
Co 1,3329.0133,3.016,1.0,-0.644,8.24,-5.32,-7.53,1.35,0.327
Cr 1,3329.055,3.1216,1.0,-1.278,8.0,-6.09,-7.75,1.12,0.141
Fe 2,3329.1087,3.9034,1.0,-2.798,8.49,-6.53,-7.9,-0.11,0.493
Cr 1,3329.12,2.9151,1.0,-1.601,7.8,-4.51,-7.53,1.53,0.107
Cr 1,3329.3553,2.9135,1.0,-0.677,8.35,-4.97,-7.53,1.65,0.548
Ti 1,3329.3596,2.2916,1.0,-0.711,8.0,-4.32,-7.26,0.69,0.122
Cr 2,3329.436,4.9441,1.0,-1.768,8.42,-6.55,-7.777,1.02,0.087
Ti 2,3329.4537,0.1348,1.0,-0.26,8.38,-6.5,-7.84,1.24,0.987
Co 1,3329.4694,3.016,1.0,0.029,8.23,-5.73,-7.53,1.46,0.717
Fe 1,3329.523,3.0469,1.0,-1.887,8.12,-5.27,-7.68,1.12,0.846
Cr 1,3329.6083,3.0133,1.0,-1.724,8.01,-4.81,-7.53,1.51,0.065
OH 1,3329.643,1.9451,1.0,-1.429,0.0,0.0,0.0,99.0,0.175
Co 1,3329.8364,2.7004,1.0,-1.698,7.57,-4.53,-7.46,0.93,0.068
V 1,3329.8532,1.2181,1.0,-0.29,8.26,-6.04,-7.564,1.21,0.314
Mg 1,3329.9194,2.7091,1.0,-1.812,0.0,0.0,0.0,99.0,0.949
Cr 1,3329.9397,2.9826,1.0,-0.695,7.77,-6.2,-7.78,1.11,0.496
Fe 1,3329.9729,3.0173,1.0,-2.121,7.93,-6.0,-7.5,0.88,0.811
Fe 1,3330.2122,2.8316,1.0,-2.63,8.19,-5.71,-7.71,1.62,0.705
Fe 1,3330.3058,3.0176,1.0,-2.44,7.93,-6.0,-7.5,0.97,0.707
Gd 2,3330.339,0.9909,1.0,0.119,0.0,0.0,0.0,1.46,0.111
Sn 1,3330.607,1.0679,1.0,-0.88,0.0,0.0,0.0,1.28,0.088
Cr 1,3330.607,3.0922,1.0,-1.623,8.0,-6.12,-7.75,0.71,0.073
Fe 1,3330.6167,2.9904,1.0,-2.768,7.68,-4.34,-7.47,1.17,0.542
Mn 1,3330.66,2.1638,1.0,-1.31,0.0,0.0,0.0,99.0,0.786
Mn 1,3330.6977,2.1637,1.0,-2.051,6.76,-4.98,-7.79,1.26,0.386
Mn 2,3330.7782,4.693,1.0,-0.804,8.44,-6.64,-7.88,1.09,0.444
Cr 1,3330.7798,3.1128,1.0,-1.233,7.46,-6.18,-7.79,1.09,0.163
Sc 2,3331.0479,3.4223,1.0,-0.08,8.68,-5.58,-7.64,1.01,0.116
Ce 2,3331.2213,0.5359,1.0,-0.56,0.0,0.0,0.0,0.92,0.084
Gd 2,3331.387,0.0,1.0,-0.28,0.0,0.0,0.0,0.93,0.354
Nd 2,3331.57,0.4714,1.0,-0.23,0.0,0.0,0.0,1.38,0.241
Fe 1,3331.596,3.0173,1.0,-3.08,7.93,-4.42,-7.47,1.35,0.334
Fe 1,3331.611,2.4327,1.0,-1.574,8.0,-6.14,-7.78,1.29,0.929
Fe 1,3331.7653,3.6416,1.0,-3.005,7.82,-3.96,-7.22,1.13,0.119
Fe 1,3331.7754,2.4844,1.0,-2.065,7.92,-6.08,-7.8,1.39,0.892
Zr 2,3331.885,0.3589,1.0,-1.3,0.0,0.0,0.0,1.89,0.551
Fe 1,3331.9292,3.0176,1.0,-3.778,7.93,-4.42,-7.47,0.31,0.081
Ti 2,3332.1084,1.2429,1.0,-0.1,8.45,-6.41,-7.83,1.32,0.968
Gd 2,3332.135,1.0602,1.0,0.472,0.0,0.0,0.0,1.56,0.209
Mg 1,3332.1458,2.7116,1.0,-1.292,0.0,0.0,0.0,99.0,0.965
Cr 2,3332.1516,4.4272,1.0,-2.349,8.35,-6.55,-7.79,1.18,0.07
Ni 1,3332.1783,3.5432,1.0,-0.171,8.2,-4.47,-7.52,1.35,0.867
Fe 1,3332.3342,3.332,1.0,-2.79,7.79,-4.5,-7.29,1.47,0.324
Cr 1,3332.5397,3.4348,1.0,-1.263,8.43,-5.92,-7.71,1.5,0.076
Cr 1,3332.5576,2.8995,1.0,-1.062,8.34,-4.91,-7.53,1.75,0.328
OH 1,3332.559,1.9476,1.0,-1.446,0.0,0.0,0.0,99.0,0.171
Er 2,3332.703,0.8864,1.0,0.07,0.0,0.0,0.0,1.13,0.161
Fe 1,3332.771,3.6864,1.0,-2.225,7.76,-4.4,-7.12,2.37,0.452
Ti 2,3332.8146,1.2313,1.0,-2.678,8.35,-6.41,-7.84,0.41,0.574
Fe 1,3332.8288,3.6946,1.0,-2.201,7.86,-4.18,-7.25,0.72,0.462
Fe 1,3332.8491,3.5465,1.0,-2.648,8.43,-4.59,-7.39,0.6,0.287
Cr 1,3332.8742,3.1128,1.0,-0.875,8.03,-5.99,-7.76,0.99,0.318
Ti 1,3332.8993,2.2891,1.0,-0.984,8.0,-4.43,-7.26,0.02,0.07
Ni 1,3332.9582,3.5972,1.0,-0.553,8.25,-5.21,-7.5,0.55,0.809
Ti 1,3333.0064,2.3054,1.0,-0.698,8.0,-4.32,-7.26,1.37,0.125
Cr 1,3333.0869,2.9674,1.0,-0.517,8.05,-6.18,-7.76,0.95,0.612
OH 1,3333.2133,1.7854,1.0,-1.719,0.0,0.0,0.0,99.0,0.133
Co 1,3333.3853,0.5136,1.0,-1.685,8.04,-6.1,-7.79,1.08,0.908
Co 1,3333.4053,2.008,1.0,-0.822,8.05,-6.11,-7.79,0.85,0.785
OH 1,3333.4095,1.6397,1.0,-2.111,0.0,0.0,0.0,99.0,0.076
Cr 1,3333.5874,2.8995,1.0,-0.301,8.35,-4.89,-7.54,1.4,0.742
Fe 1,3333.5931,3.3683,1.0,-1.381,7.67,-4.65,-7.32,1.35,0.863
Co 1,3333.6877,2.8774,1.0,-1.46,8.18,-6.26,-7.8,0.48,0.082
Ti 1,3333.9088,0.0,1.0,-2.848,8.18,-6.11,-7.71,2.31,0.165
Ti 1,3334.055,2.2968,1.0,-0.77,8.0,-4.32,-7.26,1.26,0.108
Co 1,3334.1213,2.0421,1.0,-1.932,7.96,-6.09,-7.79,0.99,0.177
Co 1,3334.1483,0.4318,1.0,-1.402,8.1,-6.11,-7.8,1.64,0.936
Fe 1,3334.2175,2.4327,1.0,-2.046,8.01,-6.08,-7.78,1.06,0.898
Zr 2,3334.253,0.9991,1.0,-0.35,0.0,0.0,0.0,0.96,0.721
Fe 1,3334.2732,3.2671,1.0,-1.952,8.21,-6.09,-7.78,1.5,0.789
Ce 2,3334.4536,1.2471,1.0,0.1,0.0,0.0,0.0,1.1,0.077
Nd 2,3334.47,0.1823,1.0,-0.93,0.0,0.0,0.0,0.97,0.101
Zr 2,3334.616,0.5586,1.0,-0.69,0.0,0.0,0.0,0.54,0.767
Fe 1,3334.6605,3.6025,1.0,-2.102,8.84,-5.64,-7.79,1.01,0.575
Cr 1,3334.675,2.8895,1.0,-0.385,8.35,-4.81,-7.53,1.39,0.714
Cr 1,3334.7869,3.3694,1.0,-1.2,8.21,-5.78,-7.71,1.47,0.101
Ti 1,3334.8842,2.3179,1.0,-0.732,8.02,-4.36,-7.26,1.43,0.112
Ti 1,3335.1289,2.2916,1.0,-0.938,8.0,-4.43,-7.26,0.84,0.075
Ti 2,3335.1911,0.122,1.0,-0.38,8.38,-6.5,-7.84,1.03,0.986
Cr 1,3335.1985,2.8895,1.0,-1.957,8.34,-4.8,-7.53,2.01,0.051
Cr 2,3335.2955,4.41,1.0,-0.283,8.28,-6.49,-7.865,0.96,0.803
Fe 1,3335.3909,2.5592,1.0,-3.227,7.61,-6.17,-7.8,1.11,0.519
Cr 2,3335.4224,4.4272,1.0,-0.552,8.3,-6.57,-7.784,0.99,0.745
Fe 1,3335.4413,2.2786,1.0,-2.979,8.09,-5.91,-7.77,2.14,0.788
V 2,3335.478,2.7616,1.0,-1.449,8.41,-6.43,-7.86,0.54,0.073
Fe 1,3335.5095,1.5574,1.0,-3.644,7.27,-6.14,-7.82,1.37,0.814
Ni 1,3335.5525,3.48,1.0,-0.797,8.08,-4.04,-7.34,1.2,0.782
Fe 1,3335.7139,2.7275,1.0,-2.267,8.1,-5.66,-7.7,0.67,0.84
Fe 1,3335.719,3.332,1.0,-3.009,7.82,-4.63,-7.29,1.06,0.215
Cr 1,3335.7678,3.3678,1.0,-1.106,8.22,-5.79,-7.71,1.49,0.124
Fe 1,3335.7685,2.845,1.0,-1.205,8.27,-6.06,-7.77,1.5,0.922
Fe 1,3335.8299,3.417,1.0,-1.9,7.66,-4.6,-7.32,0.94,0.759
